"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/2024","2.3164","2.3041","2.3330","2.2892","54.43K","0.66%"
"12/30/2024","2.3012","2.2453","2.3218","2.2446","87.69K","2.28%"
"12/27/2024","2.2499","2.2112","2.2615","2.2035","59.31K","1.80%"
"12/26/2024","2.2102","2.2342","2.2531","2.2014","44.23K","-0.72%"
"12/24/2024","2.2262","2.2417","2.2538","2.2215","45.43K","-0.18%"
"12/23/2024","2.2303","2.2391","2.2656","2.2164","60.15K","-0.27%"
"12/20/2024","2.2364","2.2356","2.2455","2.2047","58.26K","-0.23%"
"12/19/2024","2.2416","2.2472","2.2742","2.2332","50.22K","-0.74%"
"12/18/2024","2.2584","2.2369","2.2797","2.2314","68.62K","1.16%"
"12/17/2024","2.2324","2.2637","2.2695","2.2119","52.13K","-1.51%"
"12/16/2024","2.2666","2.2755","2.2779","2.2547","48.92K","-0.31%"
"12/13/2024","2.2736","2.2412","2.2793","2.2382","44.18K","1.39%"
"12/12/2024","2.2424","2.2343","2.2511","2.2068","41.67K","0.58%"
"12/11/2024","2.2295","2.1883","2.2375","2.1869","48.86K","1.69%"
"12/10/2024","2.1924","2.1824","2.2097","2.1724","42.58K","0.20%"
"12/09/2024","2.1880","2.1371","2.1978","2.1357","37.02K","2.28%"
"12/06/2024","2.1392","2.1654","2.1654","2.1294","37.96K","-1.05%"
"12/05/2024","2.1620","2.1734","2.1942","2.1514","33.14K","-0.55%"
"12/04/2024","2.1739","2.2158","2.2366","2.1711","50.43K","-2.07%"
"12/03/2024","2.2199","2.1772","2.2328","2.1739","31.28K","1.92%"
"12/02/2024","2.1781","2.2010","2.2256","2.1731","40.67K","-0.65%"
"11/29/2024","2.1924","2.2104","2.2496","2.1898","58.75K","-0.86%"
"11/27/2024","2.2114","2.2496","2.2574","2.1990","78.91K","-1.61%"
"11/26/2024","2.2477","2.2518","2.2977","2.2271","86.36K","0.16%"
"11/25/2024","2.2441","2.2924","2.2934","2.2242","91.27K","-1.77%"
"11/22/2024","2.2845","2.2808","2.3033","2.2564","71.32K","0.03%"
"11/21/2024","2.2839","2.2416","2.2876","2.2363","68.89K","2.12%"
"11/20/2024","2.2365","2.2482","2.2603","2.2321","62.39K","-0.68%"
"11/19/2024","2.2517","2.2661","2.2859","2.2451","67.83K","-0.46%"
"11/18/2024","2.2621","2.1805","2.2701","2.1765","61.38K","3.68%"
"11/15/2024","2.1818","2.2192","2.2287","2.1799","44.40K","-1.81%"
"11/14/2024","2.2220","2.2242","2.2552","2.2097","46.98K","-0.31%"
"11/13/2024","2.2288","2.2128","2.2457","2.1827","51.10K","0.42%"
"11/12/2024","2.2194","2.2047","2.2440","2.1979","46.19K","0.56%"
"11/11/2024","2.2070","2.2450","2.2580","2.1993","36.46K","-1.91%"
"11/08/2024","2.2500","2.2905","2.2925","2.2366","33.45K","-2.02%"
"11/07/2024","2.2964","2.2778","2.3069","2.2480","51.35K","0.66%"
"11/06/2024","2.2813","2.3048","2.3212","2.2511","42.78K","-1.37%"
"11/05/2024","2.3131","2.2890","2.3305","2.2868","26.52K","0.90%"
"11/04/2024","2.2924","2.2589","2.3068","2.2589","25.86K","2.23%"
"11/01/2024","2.2424","2.2680","2.2962","2.2342","35.22K","0.34%"
"10/31/2024","2.2347","2.2160","2.2725","2.1995","74.63K","1.65%"
"10/30/2024","2.1985","2.1503","2.2170","2.1483","63.93K","2.56%"
"10/29/2024","2.1436","2.1559","2.1630","2.1173","64.67K","0.18%"
"10/28/2024","2.1398","2.2109","2.2109","2.1375","67.59K","-4.86%"
"10/25/2024","2.2491","2.2183","2.2631","2.2073","64.77K","1.64%"
"10/24/2024","2.2129","2.2341","2.2688","2.2069","64.80K","-0.82%"
"10/23/2024","2.2311","2.2417","2.2507","2.2126","52.01K","-0.71%"
"10/22/2024","2.2471","2.1899","2.2560","2.1815","57.23K","2.38%"
"10/21/2024","2.1948","2.1644","2.2030","2.1576","50.17K","1.52%"
"10/18/2024","2.1620","2.2011","2.2174","2.1569","54.25K","-1.94%"
"10/17/2024","2.2047","2.1902","2.2108","2.1678","47.47K","0.79%"
"10/16/2024","2.1874","2.2082","2.2145","2.1682","39.77K","-0.57%"
"10/15/2024","2.1999","2.2294","2.2445","2.1828","53.56K","-3.82%"
"10/14/2024","2.2873","2.3475","2.3475","2.2344","48.05K","-2.88%"
"10/11/2024","2.3552","2.3575","2.3739","2.3236","38.33K","-0.27%"
"10/10/2024","2.3616","2.2926","2.3700","2.2894","45.26K","3.26%"
"10/09/2024","2.2870","2.3215","2.3298","2.2526","47.23K","-1.00%"
"10/08/2024","2.3101","2.4090","2.4262","2.2830","55.47K","-4.01%"
"10/07/2024","2.4066","2.3305","2.4120","2.3152","53.90K","3.48%"
"10/04/2024","2.3256","2.3150","2.3614","2.3021","64.33K","0.89%"
"10/03/2024","2.3050","2.2167","2.3166","2.1989","57.31K","4.94%"
"10/02/2024","2.1964","2.2120","2.2664","2.1909","45.11K","0.43%"
"10/01/2024","2.1869","2.1650","2.2416","2.1114","66.20K","1.51%"
"09/30/2024","2.1544","2.1670","2.1879","2.1367","60.69K","0.14%"
"09/27/2024","2.1513","2.1515","2.1731","2.1196","66.76K","-0.07%"
"09/26/2024","2.1529","2.1769","2.1886","2.1142","66.09K","-1.10%"
"09/25/2024","2.1769","2.2040","2.2107","2.1654","66.64K","-1.01%"
"09/24/2024","2.1991","2.1745","2.2145","2.1665","69.75K","1.78%"
"09/23/2024","2.1606","2.1852","2.1992","2.1322","70.22K","-0.59%"
"09/20/2024","2.1735","2.1848","2.1900","2.1623","42.74K","-0.41%"
"09/19/2024","2.1824","2.1428","2.1946","2.1403","48.34K","1.09%"
"09/18/2024","2.1588","2.1555","2.1707","2.1179","63.88K","0.42%"
"09/17/2024","2.1497","2.1169","2.1633","2.0958","50.86K","1.81%"
"09/16/2024","2.1115","2.1024","2.1302","2.0847","47.72K","0.50%"
"09/13/2024","2.1009","2.1450","2.1555","2.0980","43.57K","-1.55%"
"09/12/2024","2.1340","2.1070","2.1599","2.0974","46.03K","1.36%"
"09/11/2024","2.1053","2.0855","2.1178","2.0584","52.87K","1.51%"
"09/10/2024","2.0739","2.1650","2.1716","2.0700","41.96K","-3.69%"
"09/09/2024","2.1534","2.1480","2.1803","2.1245","45.34K","0.98%"
"09/06/2024","2.1324","2.1872","2.2040","2.1202","31.26K","-2.39%"
"09/05/2024","2.1846","2.1728","2.2193","2.1717","37.33K","0.43%"
"09/04/2024","2.1752","2.2188","2.2424","2.1679","59.97K","-2.11%"
"09/03/2024","2.2220","2.2956","2.3090","2.2154","44.51K","-2.47%"
"08/30/2024","2.2783","2.3215","2.3490","2.2760","69.16K","-1.48%"
"08/29/2024","2.3126","2.2569","2.3217","2.2436","61.02K","2.46%"
"08/28/2024","2.2571","2.3134","2.3195","2.2553","73.03K","-2.32%"
"08/27/2024","2.3106","2.3668","2.3787","2.3075","75.14K","-2.49%"
"08/26/2024","2.3697","2.3348","2.3863","2.3265","68.44K","2.23%"
"08/23/2024","2.3181","2.2851","2.3334","2.2809","58.85K","1.73%"
"08/22/2024","2.2787","2.2642","2.2916","2.2497","55.32K","0.65%"
"08/21/2024","2.2640","2.2939","2.3221","2.2543","74.00K","-0.69%"
"08/20/2024","2.2797","2.2855","2.3052","2.2500","71.32K","-0.14%"
"08/19/2024","2.2828","2.3463","2.3510","2.2795","63.10K","-2.72%"
"08/16/2024","2.3466","2.3923","2.3933","2.3316","47.33K","-2.10%"
"08/15/2024","2.3969","2.3870","2.4168","2.3832","57.22K","0.39%"
"08/14/2024","2.3877","2.4177","2.4304","2.3846","52.67K","-0.97%"
"08/13/2024","2.4110","2.4217","2.4364","2.4067","42.49K","-0.72%"
"08/12/2024","2.4285","2.3631","2.4324","2.3590","37.07K","2.86%"
"08/09/2024","2.3609","2.3775","2.3909","2.3545","39.91K","-0.70%"
"08/08/2024","2.3776","2.3709","2.3831","2.3469","40.48K","0.25%"
"08/07/2024","2.3717","2.3107","2.3817","2.3021","37.10K","2.56%"
"08/06/2024","2.3124","2.3450","2.3572","2.2967","35.61K","-0.16%"
"08/05/2024","2.3161","2.3519","2.3571","2.2843","41.04K","-0.86%"
"08/02/2024","2.3362","2.4398","2.4441","2.3310","29.01K","-3.57%"
"08/01/2024","2.4228","2.4727","2.4824","2.4194","30.07K","-0.64%"
"07/31/2024","2.4383","2.3719","2.4558","2.3672","68.03K","3.37%"
"07/30/2024","2.3587","2.3956","2.3956","2.3531","70.13K","-1.45%"
"07/29/2024","2.3935","2.4460","2.4575","2.3848","70.94K","-1.81%"
"07/26/2024","2.4376","2.4901","2.4958","2.4192","84.62K","-2.03%"
"07/25/2024","2.4881","2.4623","2.4931","2.4205","59.24K","0.77%"
"07/24/2024","2.4690","2.4414","2.4762","2.4308","62.93K","1.73%"
"07/23/2024","2.4271","2.4503","2.4679","2.4152","55.79K","-1.05%"
"07/22/2024","2.4529","2.4430","2.4561","2.4148","52.58K","0.65%"
"07/19/2024","2.4370","2.4935","2.5185","2.4351","54.00K","-2.65%"
"07/18/2024","2.5033","2.5130","2.5315","2.4800","46.73K","-0.27%"
"07/17/2024","2.5102","2.4810","2.5192","2.4682","45.48K","1.05%"
"07/16/2024","2.4842","2.5273","2.5293","2.4746","53.04K","-1.73%"
"07/15/2024","2.5279","2.5237","2.5420","2.5025","51.23K","0.04%"
"07/12/2024","2.5269","2.5408","2.5667","2.5233","42.30K","-0.35%"
"07/11/2024","2.5358","2.5396","2.5586","2.5208","40.99K","0.06%"
"07/10/2024","2.5343","2.5475","2.5534","2.5149","55.91K","-0.30%"
"07/09/2024","2.5418","2.5873","2.6009","2.5384","56.00K","-1.97%"
"07/08/2024","2.5928","2.6248","2.6248","2.5805","33.31K","-0.91%"
"07/05/2024","2.6166","2.6424","2.6602","2.6116","41.02K","-0.32%"
"07/04/2024","2.6250","2.6269","2.6330","2.6002","","-0.87%"
"07/03/2024","2.6480","2.6440","2.6496","2.6085","38.72K","0.25%"
"07/02/2024","2.6415","2.6259","2.6696","2.6241","59.70K","0.60%"
"07/01/2024","2.6258","2.5575","2.6311","2.5554","44.76K","3.66%"
"06/28/2024","2.5331","2.5629","2.5965","2.5285","62.74K","-1.16%"
"06/27/2024","2.5629","2.5508","2.6005","2.5433","61.35K","0.39%"
"06/26/2024","2.5530","2.5281","2.5738","2.5250","63.34K","1.05%"
"06/25/2024","2.5264","2.5418","2.5560","2.5199","53.80K","-0.47%"
"06/24/2024","2.5383","2.5040","2.5437","2.4902","56.44K","1.12%"
"06/21/2024","2.5101","2.5419","2.5602","2.5027","63.22K","-1.13%"
"06/20/2024","2.5387","2.5441","2.5644","2.5317","68.78K","0.00%"
"06/19/2024","2.5387","2.5271","2.5498","2.5164","","0.11%"
"06/18/2024","2.5358","2.5107","2.5461","2.4834","63.52K","1.50%"
"06/17/2024","2.4983","2.4839","2.5111","2.4714","60.86K","0.58%"
"06/14/2024","2.4839","2.4919","2.5445","2.4818","72.33K","-0.51%"
"06/13/2024","2.4967","2.4511","2.4992","2.4388","57.17K","1.69%"
"06/12/2024","2.4553","2.4479","2.4841","2.4377","53.09K","0.76%"
"06/11/2024","2.4368","2.4400","2.4571","2.4138","40.34K","0.31%"
"06/10/2024","2.4293","2.3731","2.4396","2.3727","37.35K","2.57%"
"06/07/2024","2.3684","2.3783","2.3905","2.3624","26.09K","-0.24%"
"06/06/2024","2.3741","2.3300","2.3770","2.3208","32.45K","2.34%"
"06/05/2024","2.3198","2.3016","2.3317","2.2983","47.64K","0.62%"
"06/04/2024","2.3054","2.3145","2.3191","2.2817","52.83K","-0.71%"
"06/03/2024","2.3218","2.4030","2.4201","2.3116","60.46K","-2.62%"
"05/31/2024","2.3842","2.3876","2.4129","2.3707","57.32K","-0.31%"
"05/30/2024","2.3917","2.4528","2.4550","2.3872","73.30K","-2.61%"
"05/29/2024","2.4559","2.4975","2.5124","2.4486","71.40K","-1.10%"
"05/28/2024","2.4833","2.4372","2.4973","2.4300","75.96K","1.32%"
"05/27/2024","2.4510","2.4361","2.4660","2.4302","","0.63%"
"05/26/2024","2.4356","2.4338","2.4366","2.4330","","0.20%"
