"Date","Price","Open","High","Low","Vol.","Change %"
"03/30/2022","1,087.50","1,070.50","1,122.50","1,055.25","22.80K","2.30%"
"03/29/2022","1,063.00","1,074.25","1,123.25","1,000.00","33.84K","-5.99%"
"03/28/2022","1,130.75","1,195.00","1,195.00","1,054.00","22.42K","-5.44%"
"03/25/2022","1,195.75","1,232.75","1,246.25","1,153.50","26.90K","-3.08%"
"03/24/2022","1,233.75","1,240.00","1,260.00","1,215.00","27.05K","-0.16%"
"03/23/2022","1,235.75","1,160.50","1,247.50","1,155.50","26.47K","5.51%"
"03/22/2022","1,171.25","1,165.50","1,183.75","1,099.25","30.49K","1.17%"
"03/21/2022","1,157.75","1,081.75","1,174.50","1,081.50","34.49K","8.73%"
"03/18/2022","1,064.75","1,046.50","1,085.00","1,021.00","33.87K","0.78%"
"03/17/2022","1,056.50","932.00","1,060.00","924.25","47.48K","14.90%"
"03/16/2022","919.50","885.00","942.50","883.25","41.93K","1.71%"
"03/15/2022","904.00","963.00","963.00","864.50","60.64K","-6.22%"
"03/14/2022","964.00","1,021.25","1,028.25","952.75","45.35K","-4.74%"
"03/11/2022","1,012.00","986.00","1,055.00","931.75","68.06K","-33.53%"
"03/10/2022","1,522.50","1,155.50","1,204.00","1,143.00","0.84K","0.00%"
"03/09/2022","1,522.50","1,578.50","1,665.00","1,058.50","17.86K","1.99%"
"03/08/2022","1,492.75","1,304.75","1,565.25","1,282.25","26.83K","15.03%"
"03/07/2022","1,297.75","1,221.00","1,369.50","1,221.00","38.39K","9.58%"
"03/04/2022","1,184.25","1,100.00","1,217.25","1,077.50","33.33K","8.10%"
"03/03/2022","1,095.50","1,097.75","1,191.75","1,042.25","38.99K","4.93%"
"03/02/2022","1,044.00","979.75","1,112.50","979.75","49.72K","8.52%"
"03/01/2022","962.00","891.75","984.25","891.75","57.54K","9.16%"
"02/28/2022","881.25","860.00","899.00","860.00","59.99K","5.35%"
"02/25/2022","836.50","863.50","879.25","832.50","47.10K","-6.14%"
"02/24/2022","891.25","839.75","902.50","837.25","102.70K","7.25%"
"02/23/2022","831.00","829.50","843.50","821.75","58.14K","-0.39%"
"02/22/2022","834.25","835.50","857.75","824.00","66.10K","1.37%"
"02/21/2022","823.00","821.00","840.50","806.00","44.40K","1.42%"
"02/18/2022","811.50","812.75","820.50","790.25","76.75K","0.25%"
"02/17/2022","809.50","806.25","825.50","802.25","98.73K","-3.34%"
"02/16/2022","837.50","825.25","838.00","797.25","111.40K","2.35%"
"02/15/2022","818.25","847.50","850.25","811.25","91.55K","-2.56%"
"02/14/2022","839.75","844.75","854.50","826.75","87.04K","1.51%"
"02/11/2022","827.25","810.75","846.75","805.25","109.72K","-0.30%"
"02/10/2022","829.75","831.75","845.50","826.25","3.21K","0.00%"
"02/09/2022","829.75","824.25","836.00","814.75","25.57K","2.12%"
"02/08/2022","812.50","842.00","845.00","810.00","39.17K","-4.69%"
"02/07/2022","852.50","852.00","867.00","842.75","48.02K","0.12%"
"02/04/2022","851.50","832.50","861.25","832.00","51.28K","4.00%"
"02/03/2022","818.75","806.50","832.25","801.00","52.62K","2.28%"
"02/02/2022","800.50","805.00","814.75","799.00","25.38K","-0.19%"
"02/01/2022","802.00","799.25","806.00","780.75","45.50K","0.72%"
"01/31/2022","796.25","806.00","811.00","787.75","44.44K","-0.72%"
"01/28/2022","802.00","802.00","809.25","790.75","47.04K","1.55%"
"01/27/2022","789.75","783.75","803.25","779.25","60.68K","0.29%"
"01/26/2022","787.50","767.00","790.25","765.50","53.96K","3.41%"
"01/25/2022","761.50","761.50","769.50","754.00","53.18K","1.10%"
"01/24/2022","753.25","768.00","779.00","747.00","66.48K","-2.08%"
"01/21/2022","769.25","755.00","771.25","745.00","70.76K","-0.52%"
"01/20/2022","773.25","766.25","775.00","755.75","104.10K","-0.35%"
"01/19/2022","776.00","776.50","779.50","763.75","83.56K","1.40%"
"01/18/2022","765.25","763.00","778.50","760.25","108.55K","0.39%"
"01/17/2022","762.25","757.25","764.75","753.50","65.16K","1.74%"
"01/14/2022","749.25","740.00","757.00","738.75","91.24K","1.59%"
"01/13/2022","737.50","739.25","745.25","732.25","113.82K","1.58%"
"01/12/2022","726.00","731.75","737.75","731.75","3.07K","0.00%"
"01/11/2022","726.00","712.00","733.50","711.25","27.99K","2.11%"
"01/10/2022","711.00","709.75","718.25","708.00","44.43K","-0.21%"
"01/07/2022","712.50","710.25","718.25","708.00","34.37K","0.00%"
"01/06/2022","712.50","696.50","715.50","690.25","53.40K","1.50%"
"01/05/2022","702.00","691.25","705.75","687.50","33.67K","2.37%"
"01/04/2022","685.75","670.00","693.00","670.00","37.11K","1.44%"
"01/03/2022","676.00","669.50","680.00","662.50","21.27K","1.35%"
"12/31/2021","667.00","675.50","683.00","663.25","23.24K","-1.59%"
"12/30/2021","677.75","680.00","685.50","674.00","22.82K","0.82%"
"12/29/2021","672.25","680.25","688.25","670.50","38.33K","-0.85%"
"12/28/2021","678.00","672.50","686.75","670.00","18.75K","0.18%"
"12/27/2021","676.75","653.00","678.00","652.00","16.17K","3.64%"
"12/24/2021","653.00","663.75","664.00","649.75","6.80K","-1.28%"
"12/23/2021","661.50","658.00","664.25","650.75","42.55K","1.93%"
"12/22/2021","649.00","644.50","659.00","639.50","39.31K","1.53%"
"12/21/2021","639.25","625.50","645.25","616.25","58.38K","5.44%"
"12/20/2021","606.25","635.75","635.75","601.25","79.17K","-5.49%"
"12/17/2021","641.50","649.50","652.25","632.50","58.67K","-1.76%"
"12/16/2021","653.00","647.50","656.25","641.00","78.64K","2.75%"
"12/15/2021","635.50","641.50","647.75","633.50","60.98K","-1.05%"
"12/14/2021","642.25","647.25","653.75","634.25","69.05K","-1.00%"
"12/13/2021","648.75","652.25","658.00","645.00","76.79K","-0.69%"
"12/10/2021","653.25","645.75","648.50","643.75","2.73K","0.00%"
"12/09/2021","653.25","654.50","657.75","642.00","31.37K","0.27%"
"12/08/2021","651.50","646.00","656.25","639.75","33.85K","0.46%"
"12/07/2021","648.50","632.75","654.00","632.00","39.66K","4.22%"
"12/06/2021","622.25","616.50","635.75","613.50","41.32K","0.53%"
"12/03/2021","619.00","611.00","630.50","604.50","45.14K","1.52%"
"12/02/2021","609.75","596.00","615.00","576.25","61.54K","-1.01%"
"12/01/2021","616.00","596.75","622.25","590.50","57.63K","2.71%"
"11/30/2021","599.75","619.00","626.00","577.50","73.62K","-4.04%"
"11/29/2021","625.00","600.00","642.50","600.00","80.44K","3.43%"
"11/26/2021","604.25","685.75","685.75","596.25","107.16K","-12.24%"
"11/25/2021","688.50","689.25","691.75","686.00","31.73K","-0.83%"
"11/24/2021","694.25","687.50","695.00","685.50","51.27K","1.20%"
"11/23/2021","686.00","672.00","692.75","662.00","74.71K","1.78%"
"11/22/2021","674.00","658.00","675.75","653.75","94.71K","2.51%"
"11/19/2021","657.50","689.75","697.75","654.00","169.87K","-4.29%"
"11/18/2021","687.00","683.25","692.25","675.50","97.27K","-0.47%"
"11/17/2021","690.25","700.25","701.00","679.75","108.26K","-1.64%"
"11/16/2021","701.75","691.25","707.00","690.75","96.20K","2.15%"
"11/15/2021","687.00","695.75","699.00","679.50","108.39K","-1.65%"
"11/12/2021","698.50","708.00","709.00","691.50","137.05K","-5.03%"
"11/11/2021","735.50","722.00","727.00","717.50","7.57K","0.00%"
"11/10/2021","735.50","743.50","748.50","718.75","37.22K","-0.27%"
"11/09/2021","737.50","727.25","744.00","724.00","74.68K","1.37%"
"11/08/2021","727.50","717.00","728.50","716.00","46.04K","0.94%"
"11/05/2021","720.75","704.25","722.50","697.75","42.30K","1.59%"
"11/04/2021","709.50","700.25","726.75","696.50","47.52K","0.71%"
"11/03/2021","704.50","718.75","720.50","696.50","46.11K","-2.42%"
"11/02/2021","722.00","725.25","731.25","713.25","60.46K","-0.31%"
"11/01/2021","724.25","721.00","731.25","714.25","35.11K","0.80%"
"10/29/2021","718.50","720.25","726.75","709.75","48.92K","0.60%"
"10/28/2021","714.25","720.75","723.00","704.75","62.17K","-1.72%"
"10/27/2021","726.75","739.00","740.25","720.00","88.64K","-2.19%"
"10/26/2021","743.00","741.25","743.75","733.50","58.31K","-0.17%"
"10/25/2021","744.25","731.00","744.75","730.75","46.72K","1.64%"
"10/22/2021","732.25","729.00","737.00","723.25","71.21K","1.35%"
"10/21/2021","722.50","743.50","745.50","720.00","105.26K","-2.13%"
"10/20/2021","738.25","738.75","744.25","724.00","137.81K","0.44%"
"10/19/2021","735.00","731.50","742.00","722.75","134.56K","-0.47%"
"10/18/2021","738.50","742.50","755.00","730.25","131.74K","-1.10%"
"10/15/2021","746.75","739.00","749.75","737.25","126.56K","2.65%"
"10/14/2021","727.50","726.75","739.00","724.00","144.39K","0.59%"
"10/13/2021","723.25","718.75","727.25","712.75","112.79K","-0.58%"
"10/12/2021","727.50","724.75","729.00","722.25","6.89K","0.00%"
"10/11/2021","727.50","714.25","733.50","713.25","37.99K","1.50%"
"10/08/2021","716.75","710.25","719.25","709.00","45.16K","1.74%"
"10/07/2021","704.50","702.00","711.75","680.75","48.31K","0.14%"
"10/06/2021","703.50","719.25","727.75","697.25","53.88K","-2.33%"
"10/05/2021","720.25","697.50","721.00","696.75","89.18K","3.26%"
"10/04/2021","697.50","683.00","701.25","677.00","83.30K","3.60%"
"10/01/2021","673.25","674.75","683.00","667.50","44.34K","-0.44%"
"09/30/2021","676.25","667.00","682.00","658.25","59.79K","1.42%"
"09/29/2021","666.75","658.25","670.25","653.50","76.49K","0.38%"
"09/28/2021","664.25","666.50","677.00","656.50","80.79K","-0.75%"
"09/27/2021","669.25","659.00","672.25","658.75","103.60K","2.14%"
"09/24/2021","655.25","650.50","659.00","647.75","59.98K","1.12%"
"09/23/2021","648.00","639.75","652.50","634.75","115.61K","1.85%"
"09/22/2021","636.25","626.00","641.50","626.00","91.77K","2.62%"
"09/21/2021","620.00","624.00","631.50","616.50","82.78K","-1.20%"
"09/20/2021","627.50","633.75","634.50","617.50","92.46K","-0.63%"
"09/17/2021","631.50","634.75","636.50","628.50","91.03K","0.44%"
"09/16/2021","628.75","629.50","636.50","624.00","84.95K","-0.71%"
"09/15/2021","633.25","617.00","635.75","616.00","97.67K","2.97%"
"09/14/2021","615.00","616.25","620.25","610.50","135.36K","0.00%"
"09/13/2021","615.00","610.00","619.75","609.25","114.84K","1.57%"
"09/10/2021","605.50","600.00","606.50","600.00","2.68K","0.00%"
"09/09/2021","605.50","601.25","607.25","591.00","37.47K","0.08%"
"09/08/2021","605.00","599.50","609.25","599.50","76.53K","0.50%"
"09/07/2021","602.00","605.75","610.25","595.75","58.31K","-0.82%"
"09/06/2021","607.00","611.50","611.75","603.00","39.69K","-1.02%"
"09/03/2021","613.25","615.00","619.00","609.25","30.75K","-0.65%"
"09/02/2021","617.25","600.00","618.00","596.50","43.41K","3.74%"
"09/01/2021","595.00","600.75","606.00","590.00","42.51K","-1.08%"
"08/31/2021","601.50","605.50","605.50","595.50","88.73K","-0.29%"
"08/30/2021","603.25","601.50","609.50","597.00","49.73K","0.79%"
"08/27/2021","598.50","591.50","600.75","588.25","80.06K","1.66%"
"08/26/2021","588.75","591.00","594.25","584.25","80.84K","-0.04%"
"08/25/2021","589.00","584.50","594.75","580.75","61.47K","0.77%"
"08/24/2021","584.50","568.25","586.25","567.25","60.54K","2.68%"
"08/23/2021","569.25","540.25","570.50","538.00","76.37K","4.21%"
"08/20/2021","546.25","546.75","551.75","537.25","64.87K","0.55%"
"08/19/2021","543.25","558.50","559.00","540.50","90.78K","-4.82%"
"08/18/2021","570.75","567.25","575.75","556.25","61.83K","-0.61%"
"08/17/2021","574.25","572.00","575.50","565.75","68.42K","0.53%"
"08/16/2021","571.25","574.75","579.00","560.75","102.70K","-1.93%"
"08/13/2021","582.50","584.75","587.25","574.75","58.22K","1.22%"
"08/12/2021","575.50","585.25","586.00","582.75","4.71K","0.00%"
"08/11/2021","575.50","578.75","586.50","567.50","42.09K","-0.69%"
"08/10/2021","579.50","567.50","582.25","564.50","46.32K","3.11%"
"08/09/2021","562.00","578.00","578.00","555.00","73.61K","-3.15%"
"08/06/2021","580.25","584.00","591.75","576.00","38.93K","-0.81%"
"08/05/2021","585.00","578.50","585.50","573.25","31.04K","0.60%"
"08/04/2021","581.50","593.00","596.00","575.25","47.06K","-1.73%"
"08/03/2021","591.75","598.00","602.00","582.50","54.99K","-0.75%"
"08/02/2021","596.25","612.75","613.50","591.25","34.52K","-2.77%"
"07/30/2021","613.25","610.50","616.75","607.75","37.24K","0.66%"
"07/29/2021","609.25","603.25","612.50","602.00","41.03K","1.37%"
"07/28/2021","601.00","601.75","605.75","599.50","48.85K","0.08%"
"07/27/2021","600.50","604.25","605.25","596.75","49.16K","0.08%"
"07/26/2021","600.00","600.25","604.25","590.25","71.57K","0.17%"
"07/23/2021","599.00","598.50","602.00","596.50","43.72K","1.10%"
"07/22/2021","592.50","587.50","601.25","584.00","83.56K","1.24%"
"07/21/2021","585.25","562.00","589.00","560.00","104.91K","4.09%"
"07/20/2021","562.25","560.00","567.50","551.00","88.66K","-0.04%"
"07/19/2021","562.50","592.00","594.00","552.25","132.99K","-5.78%"
"07/16/2021","597.00","592.75","599.75","587.50","83.88K","-0.71%"
"07/15/2021","601.25","602.50","602.75","592.50","75.49K","-1.84%"
"07/14/2021","612.50","615.75","618.75","596.00","72.30K","-0.08%"
"07/13/2021","613.00","608.25","618.75","605.75","58.08K","0.49%"
"07/12/2021","610.00","607.50","607.75","599.00","4.82K","0.00%"
"07/09/2021","610.00","599.25","610.50","594.75","38.63K","3.00%"
"07/08/2021","592.25","590.25","599.75","581.00","64.65K","1.15%"
"07/07/2021","585.50","599.75","610.00","585.25","43.79K","-2.21%"
"07/06/2021","598.75","618.25","623.25","594.25","38.45K","-2.72%"
"07/05/2021","615.50","612.25","619.75","609.50","30.21K","0.70%"
"07/02/2021","611.25","605.50","613.50","604.00","39.45K","0.87%"
"07/01/2021","606.00","599.25","614.50","598.50","53.16K","1.55%"
"06/30/2021","596.75","600.00","604.75","594.75","43.48K","-0.58%"
"06/29/2021","600.25","597.00","604.50","590.50","59.40K","0.13%"
"06/28/2021","599.50","608.00","611.00","596.00","41.74K","-1.07%"
"06/25/2021","606.00","605.00","609.25","597.00","45.79K","0.46%"
"06/24/2021","603.25","605.25","606.75","598.50","42.54K","-0.62%"
"06/23/2021","607.00","601.00","609.75","601.00","65.12K","1.12%"
"06/22/2021","600.25","599.25","603.50","596.00","81.77K","0.71%"
"06/21/2021","596.00","591.25","600.00","585.75","118.10K","0.42%"
"06/18/2021","593.50","589.00","595.50","583.75","69.72K","0.34%"
"06/17/2021","591.50","597.50","601.25","582.50","116.19K","-2.35%"
"06/16/2021","605.75","598.00","606.00","597.75","78.98K","1.55%"
"06/15/2021","596.50","593.25","600.00","591.50","65.79K","0.38%"
"06/14/2021","594.25","589.75","596.50","589.25","63.80K","0.81%"
"06/11/2021","589.50","589.00","593.50","585.75","83.28K","0.81%"
"06/10/2021","584.75","581.00","585.75","580.00","5.24K","0.00%"
"06/09/2021","584.75","584.25","590.50","581.25","37.17K","0.73%"
"06/08/2021","580.50","580.25","585.50","573.25","72.93K","0.00%"
"06/07/2021","580.50","583.25","586.75","578.50","57.14K","-0.13%"
"06/04/2021","581.25","579.75","585.00","576.75","27.96K","0.87%"
"06/03/2021","576.25","579.25","585.25","574.50","39.07K","-0.26%"
"06/02/2021","577.75","573.00","582.00","572.25","35.46K","0.83%"
"06/01/2021","573.00","565.50","581.50","565.50","41.46K","1.01%"
"05/31/2021","567.25","561.50","569.00","560.00","14.26K","0.31%"
"05/28/2021","565.50","563.25","568.75","558.75","58.80K","0.67%"
"05/27/2021","561.75","561.25","565.25","555.00","52.68K","0.13%"
"05/26/2021","561.00","558.00","562.75","554.50","39.55K","0.45%"
"05/25/2021","558.50","561.00","563.00","555.50","60.60K","0.31%"
"05/24/2021","556.75","546.00","562.00","545.50","44.48K","1.88%"
"05/21/2021","546.50","538.75","549.00","532.75","57.68K","0.00%"
"05/20/2021","546.50","547.00","552.50","535.00","73.77K","0.55%"
"05/19/2021","543.50","559.50","560.00","538.25","96.86K","-3.98%"
"05/18/2021","566.00","564.75","571.00","551.25","99.15K","0.44%"
"05/17/2021","563.50","559.00","566.50","557.00","81.51K","1.12%"
"05/14/2021","557.25","548.00","560.00","543.50","78.47K","1.55%"
"05/13/2021","548.75","562.50","564.00","542.25","95.95K","-1.35%"
"05/12/2021","556.25","559.00","563.75","557.50","5.22K","0.00%"
"05/11/2021","556.25","554.00","560.50","547.25","37.69K","0.68%"
"05/10/2021","552.50","553.00","561.25","548.00","50.75K","0.36%"
"05/07/2021","550.50","549.25","553.50","543.00","35.75K","-0.09%"
"05/06/2021","551.00","551.00","558.25","547.00","43.28K","-1.48%"
"05/05/2021","559.25","557.00","561.50","550.00","54.19K","1.45%"
"05/04/2021","551.25","544.25","557.75","541.00","44.81K","1.43%"
"05/03/2021","543.50","534.50","544.25","529.75","21.95K","1.83%"
"04/30/2021","533.75","544.50","545.50","532.00","45.71K","-1.84%"
"04/29/2021","543.75","536.25","549.50","536.25","50.82K","0.83%"
"04/28/2021","539.25","530.00","541.75","527.50","38.48K","2.62%"
"04/27/2021","525.50","523.50","531.50","523.50","58.21K","0.53%"
"04/26/2021","522.75","524.25","526.25","512.75","45.01K","-0.43%"
"04/23/2021","525.00","521.75","527.25","519.00","55.24K","0.72%"
"04/22/2021","521.25","516.25","523.25","513.00","65.19K","0.19%"
"04/21/2021","520.25","524.25","525.75","514.50","57.87K","0.24%"
"04/20/2021","519.00","531.00","536.75","517.75","76.05K","-1.89%"
"04/19/2021","529.00","531.00","534.00","527.25","80.28K","-0.47%"
"04/16/2021","531.50","532.50","536.50","529.50","57.99K","0.28%"
"04/15/2021","530.00","530.25","533.50","526.75","50.58K","0.33%"
"04/14/2021","528.25","511.50","532.75","510.50","81.65K","3.68%"
"04/13/2021","509.50","508.75","512.50","506.25","82.80K","1.14%"
"04/12/2021","503.75","505.25","511.00","500.75","5.67K","0.00%"
"04/09/2021","503.75","505.25","506.25","499.25","48.08K","0.65%"
"04/08/2021","500.50","502.75","506.25","498.00","40.62K","1.42%"
"04/07/2021","493.50","497.75","504.50","491.50","51.39K","-1.99%"
"04/06/2021","503.50","496.50","509.25","494.75","43.15K","1.00%"
"04/05/2021","498.50","508.25","511.75","487.75","17.90K","0.45%"
"04/01/2021","496.25","496.50","513.00","493.25","53.35K","-1.78%"
"03/31/2021","505.25","504.50","510.25","492.75","54.30K","-0.25%"
"03/30/2021","506.50","512.00","513.00","500.75","43.59K","0.25%"
"03/29/2021","505.25","511.50","515.75","501.50","42.15K","-1.08%"
"03/26/2021","510.75","490.50","513.75","490.50","64.90K","4.66%"
"03/25/2021","488.00","507.25","508.75","485.00","70.52K","-3.94%"
"03/24/2021","508.00","484.50","511.25","483.75","61.08K","2.16%"
"03/23/2021","497.25","511.50","511.75","482.00","97.05K","-3.16%"
"03/22/2021","513.50","515.25","518.00","507.50","62.50K","0.59%"
"03/19/2021","510.50","499.75","516.75","495.50","102.55K","-0.97%"
"03/18/2021","515.50","533.00","537.00","488.75","133.68K","-3.15%"
"03/17/2021","532.25","540.00","542.25","526.50","86.23K","-1.16%"
"03/16/2021","538.50","544.75","545.50","533.00","100.02K","-1.01%"
"03/15/2021","544.00","551.25","556.50","538.75","92.71K","-1.67%"
"03/12/2021","553.25","549.75","555.00","547.00","80.09K","4.29%"
"03/11/2021","530.50","539.25","543.00","536.00","6.09K","0.00%"
"03/10/2021","530.50","536.75","541.00","529.00","37.67K","-1.35%"
"03/09/2021","537.75","543.25","548.50","534.50","35.55K","-1.51%"
"03/08/2021","546.00","557.00","564.50","538.50","52.39K","-0.27%"
"03/05/2021","547.50","537.75","555.00","534.00","42.81K","2.29%"
"03/04/2021","535.25","520.00","540.50","508.75","81.17K","2.93%"
"03/03/2021","520.00","510.25","523.75","510.25","35.58K","0.43%"
"03/02/2021","517.75","513.25","521.75","508.25","62.06K","-1.71%"
"03/01/2021","526.75","530.25","537.25","513.00","49.73K","-0.99%"
"02/26/2021","532.00","539.25","540.25","525.50","44.54K","-1.89%"
"02/25/2021","542.25","545.00","548.00","537.50","52.24K","0.14%"
"02/24/2021","541.50","531.25","545.00","528.75","49.82K","1.79%"
"02/23/2021","532.00","534.50","542.50","525.25","72.00K","1.14%"
"02/22/2021","526.00","517.25","536.25","517.25","83.47K","0.57%"
"02/19/2021","523.00","522.25","525.75","514.00","98.63K","-0.71%"
"02/18/2021","526.75","528.50","532.75","518.75","123.49K","1.44%"
"02/17/2021","519.25","516.00","528.25","513.25","120.35K","0.78%"
"02/16/2021","515.25","518.25","522.25","511.75","105.74K","-0.58%"
"02/15/2021","518.25","510.00","520.00","510.00","97.60K","3.08%"
"02/12/2021","502.75","496.50","510.00","493.00","95.88K","0.35%"
"02/11/2021","501.00","497.75","499.25","497.25","5.39K","0.00%"
"02/10/2021","501.00","498.50","501.75","496.00","41.51K","0.96%"
"02/09/2021","496.25","497.50","501.25","492.00","55.93K","0.56%"
"02/08/2021","493.50","487.50","497.25","487.25","36.13K","1.23%"
"02/05/2021","487.50","482.25","490.00","482.25","35.69K","2.52%"
"02/04/2021","475.50","477.50","482.00","472.50","45.41K","-0.37%"
"02/03/2021","477.25","473.00","480.75","471.50","51.02K","1.17%"
"02/02/2021","471.75","460.75","474.00","460.25","58.19K","3.85%"
"02/01/2021","454.25","447.25","461.50","445.25","51.42K","0.89%"
"01/29/2021","450.25","449.00","457.00","447.00","73.98K","-0.22%"
"01/28/2021","451.25","451.25","459.25","448.00","54.66K","-1.04%"
"01/27/2021","456.00","453.00","458.00","446.75","59.59K","1.11%"
